source_token,policy_layer,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
DRUG//START//15//9152,v10_medication_atc,MEDICATION//J01//D//B04,dynamic_event,True,,ATC,21602873,J01DB04,cefazolin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7064,v10_medication_atc,MEDICATION//J01//X//A01,dynamic_event,True,,ATC,21603043,J01XA01,vancomycin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//6902,v10_medication_atc,MEDICATION//C09//A//A01,dynamic_event,True,,ATC,21601785,C09AA01,captopril; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7208,v10_medication_atc,MEDICATION//J01//F//A01,dynamic_event,True,,ATC,21602970,J01FA01,"erythromycin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7218,v10_medication_atc,MEDICATION//C08//C//A04,dynamic_event,True,,ATC,21601750,C08CA04,"nicardipine; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//12407,v10_medication_atc,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//13171,v10_medication_atc,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//9133,v10_medication_atc,MEDICATION//J01//D//D04,dynamic_event,True,,ATC,21602898,J01DD04,ceftriaxone; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//7027,v10_medication_atc,MEDICATION//A11//D//A01,dynamic_event,True,,ATC,21600825,A11DA01,"thiamine (vit B1); oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7412,v10_medication_atc,MEDICATION//A12//A//A02,dynamic_event,True,,ATC,21600861,A12AA02,calcium glubionate; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//24//7244,v10_medication_atc,MEDICATION//C03//C//A01,dynamic_event,True,,ATC,21601518,C03CA01,"furosemide; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//71//9550,v10_medication_atc,MEDICATION//A11//A//A03,dynamic_event,True,,ATC,21600805,A11AA03,"multivitamins and other minerals, incl. combinations",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//9015,v10_medication_atc,MEDICATION//C01//B//D01,dynamic_event,True,,ATC,21600270,C01BD01,"amiodarone; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//9043,v10_medication_atc,MEDICATION//B05//X//C,dynamic_event,True,,ATC,21601219,B05XC,Vitamins,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//9019,v10_medication_atc,MEDICATION//B01//A//C08,dynamic_event,True,,ATC,21600993,B01AC08,carbasalate calcium; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//8939,v10_medication_atc,ATC//SFX//B05,metadata_only,False,line_or_device_metadata,ATC,21601161,B05BB01,B05BB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//7097,v10_medication_atc,MEDICATION//N05//A//D01,dynamic_event,True,,ATC,21604516,N05AD01,"haloperidol; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//6948,v10_medication_atc,MEDICATION//J01//M//A02,dynamic_event,True,,ATC,21603009,J01MA02,"ciprofloxacin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7123,v10_medication_atc,MEDICATION//J01//D//H51,dynamic_event,True,,ATC,21602925,J01DH51,imipenem and cilastatin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//31//9543,v10_medication_atc,MEDICATION//A06//A//D02,dynamic_event,True,,ATC,21600567,A06AD02,magnesium oxide; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//69//12472,v10_medication_atc,MEDICATION//R01//A//D08,dynamic_event,True,,ATC,21605050,R01AD08,fluticasone; nasal,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7196,v10_medication_atc,MEDICATION//C01//C//E03,dynamic_event,True,,ATC,21600309,C01CE03,enoximone; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//70//15720,v10_medication_atc,MEDICATION//R03//B//B01,dynamic_event,True,,ATC,21603293,R03BB01,ipratropium bromide; inhalant,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//18783,v10_medication_atc,MEDICATION//A12//A//A03,dynamic_event,True,,ATC,21600862,A12AA03,"calcium gluconate; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//23//7165,v10_medication_atc,MEDICATION//N05//B//A06,dynamic_event,True,,ATC,21604571,N05BA06,"lorazepam; oral, parenteral, sublingual",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//9029,v10_medication_atc,MEDICATION//J01//C//R02,dynamic_event,True,,ATC,21602863,J01CR02,"amoxicillin and beta-lactamase inhibitor; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7227,v10_medication_atc,MEDICATION//J01//C//F05,dynamic_event,True,,ATC,21602857,J01CF05,"flucloxacillin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//71//9551,v10_medication_atc,MEDICATION//A12//C//B01,dynamic_event,True,,ATC,21600889,A12CB01,zinc sulfate; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7478,v10_medication_atc,MEDICATION//C01//D//A02,dynamic_event,True,,ATC,21600317,C01DA02,"glyceryl trinitrate; local oral, oral, sublingual, transdermal",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7151,v10_medication_atc,MEDICATION//C07//A//G01,dynamic_event,True,,ATC,21601699,C07AG01,"labetalol; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//9590,v10_medication_atc,MEDICATION//N05//B//A12,dynamic_event,True,,ATC,21604577,N05BA12,alprazolam; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//6847,v10_medication_atc,MEDICATION//J01//C//A04,dynamic_event,True,,ATC,21602823,J01CA04,"amoxicillin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//12491,v10_medication_atc,MEDICATION//B05//X//A31,dynamic_event,True,,ATC,21601214,B05XA31,electrolytes in combination with other drugs,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//69//12947,v10_medication_atc,MEDICATION//R01//A//X06,dynamic_event,True,,ATC,21603201,R01AX06,mupirocin; nasal,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//6993,v10_medication_atc,MEDICATION//C10//A//A01,dynamic_event,True,,ATC,21601856,C10AA01,simvastatin; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//70//9150,v10_medication_atc,MEDICATION//R03//A//K,dynamic_event,True,,ATC,21603274,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//70//9071,v10_medication_atc,MEDICATION//R05//C//B01,dynamic_event,True,,ATC,21603380,R05CB01,"acetylcysteine; inhalant, oral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//8154,v10_medication_atc,MEDICATION//C08//C//A01,dynamic_event,True,,ATC,21601747,C08CA01,amlodipine; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//31//7979,v10_medication_atc,MEDICATION//A02//B//C02,dynamic_event/medication,True,,ATC,21600097,A02BC02,"pantoprazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7178,v10_medication_atc,MEDICATION//C01//C//A07,dynamic_event,True,,ATC,21600287,C01CA07,dobutamine; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//8999,v10_medication_atc,MEDICATION//B05//X//A30,dynamic_event,True,,ATC,21601213,B05XA30,combinations of electrolytes,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//7148,v10_medication_atc,MEDICATION//B05//X//A05,dynamic_event,True,,ATC,21601200,B05XA05,magnesium sulfate,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//26//7180,v10_medication_atc,MEDICATION//A03//F//A01,dynamic_event,True,,ATC,21600484,A03FA01,"metoclopramide; oral, parenteral, rectal",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//7165,v10_medication_atc,MEDICATION//N05//B//A06,dynamic_event,True,,ATC,21604571,N05BA06,"lorazepam; oral, parenteral, sublingual",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//9021,v10_medication_atc,MEDICATION//A11//G//A01,dynamic_event,True,,ATC,21600837,A11GA01,"ascorbic acid (vit C); oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//8394,v10_medication_atc,MEDICATION//J01//E//E01,dynamic_event,True,,ATC,21602961,J01EE01,sulfamethoxazole and trimethoprim,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//9351,v10_medication_atc,MEDICATION//A11//E//A,dynamic_event,True,,ATC,21600830,A11EA,"Vitamin B-complex, plain",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//6811,v10_medication_atc,MEDICATION//J05//A//B01,dynamic_event,True,,ATC,21603131,J05AB01,"aciclovir; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//9475,v10_medication_atc,NUTRITION//PARENTERAL,dynamic_event/nutrition_fluid,True,parenteral_nutrition,LOCAL,,,NUTRITION//PARENTERAL,omop_only_medication_action_ready,curated_broad_non_medication,high
DRUG//START//67//6995,v10_medication_atc,MEDICATION//H02//A//B02,dynamic_event,True,,ATC,21602730,H02AB02,"dexamethasone; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//12800,v10_medication_atc,MEDICATION//C10//A//A05,dynamic_event,True,,ATC,21601860,C10AA05,atorvastatin; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//7015,v10_medication_atc,MEDICATION//N05//C//D07,dynamic_event,True,,ATC,21604642,N05CD07,temazepam; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//70//7132,v10_medication_atc,MEDICATION//R03//B//B01,dynamic_event,True,,ATC,21603293,R03BB01,ipratropium bromide; inhalant,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//7412,v10_medication_atc,MEDICATION//A12//A//A02,dynamic_event,True,,ATC,21600861,A12AA02,calcium glubionate; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//6968,v10_medication_atc,MEDICATION//B01//A//C04,dynamic_event,True,,ATC,21600989,B01AC04,clopidogrel; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7227,v10_medication_atc,MEDICATION//J01//C//F05,dynamic_event,True,,ATC,21602857,J01CF05,"flucloxacillin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//10586,v10_medication_atc,MEDICATION//A07//A//A,dynamic_event,True,,ATC,21600602,A07AA,Antibiotics,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//10581,v10_medication_atc,MEDICATION//C09//A//A03,dynamic_event,True,,ATC,21601787,C09AA03,lisinopril; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//10585,v10_medication_atc,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7979,v10_medication_atc,MEDICATION//A02//B//C02,dynamic_event,True,,ATC,21600097,A02BC02,"pantoprazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//25//7246,v10_medication_atc,MEDICATION//B02//B//A01,dynamic_event,True,,ATC,21601045,B02BA01,"phytomenadione; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//6922,v10_medication_atc,MEDICATION//H02//A//B06,dynamic_event,True,,ATC,21602734,H02AB06,"prednisolone; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//8100,v10_medication_atc,MEDICATION//N02//B//F01,dynamic_event,True,,ATC,955005,N02BF01,gabapentin; oral,omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//25//8111,v10_medication_atc,MEDICATION//B02//A//A02,dynamic_event,True,,ATC,21601036,B02AA02,"tranexamic acid; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7231,v10_medication_atc,MEDICATION//J02//A//C01,dynamic_event,True,,ATC,21603080,J02AC01,"fluconazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//9062,v10_medication_atc,MEDICATION//C03//A//A03,dynamic_event,True,,ATC,21601466,C03AA03,hydrochlorothiazide; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//9001,v10_medication_atc,MEDICATION//B05//X//A01,dynamic_event,True,,ATC,21601196,B05XA01,potassium chloride,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7228,v10_medication_atc,MEDICATION//C08//C//A06,dynamic_event,True,,ATC,21601752,C08CA06,"nimodipine; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//69//7191,v10_medication_atc,MEDICATION//D01//A//C02,dynamic_event,True,,ATC,21601921,D01AC02,miconazole,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//9128,v10_medication_atc,MEDICATION//J01//C//A12,dynamic_event,True,,ATC,21602831,J01CA12,piperacillin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//7006,v10_medication_atc,MEDICATION//C07//A//A07,dynamic_event,True,,ATC,21601672,C07AA07,"sotalol; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//26//6950,v10_medication_atc,MEDICATION//A02//B//A02,dynamic_event,True,,ATC,21600083,A02BA02,"ranitidine; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//8549,v10_medication_atc,MEDICATION//A07//A//A10,dynamic_event,True,,ATC,21600612,A07AA10,colistin; oral,omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//70//9100,v10_medication_atc,MEDICATION//R05//C//B01,dynamic_event,True,,ATC,21603380,R05CB01,"acetylcysteine; inhalant, oral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//13169,v10_medication_atc,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//9019,v10_medication_atc,MEDICATION//B01//A//C08,dynamic_event,True,,ATC,21600993,B01AC08,carbasalate calcium; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//23//7222,v10_medication_atc,MEDICATION//N03//A//B02,dynamic_event,True,,ATC,21604399,N03AB02,"phenytoin; oral, parenteral",omop_only_medication_action_ready,validated_atc_code,medium
DRUG//START//15//6917,v10_medication_atc,MEDICATION//J01//D//D02,dynamic_event,True,,ATC,21602896,J01DD02,ceftazidime; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//7011,v10_medication_atc,MEDICATION//C03//D//A01,dynamic_event,True,,ATC,21601534,C03DA01,spironolactone; oral,omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//15//8127,v10_medication_atc,MEDICATION//J01//D//H02,dynamic_event,True,,ATC,21602921,J01DH02,meropenem; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//71//7157,v10_medication_atc,MEDICATION//H03//A//A01,dynamic_event,True,,ATC,21602754,H03AA01,"levothyroxine sodium; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//24//7173,v10_medication_atc,MEDICATION//C01//A//A05,dynamic_event,True,,ATC,21600234,C01AA05,"digoxin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//69//8171,v10_medication_atc,MEDICATION//R01//A//A07,dynamic_event,True,,ATC,21605016,R01AA07,xylometazoline; nasal,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//18807,v10_medication_atc,MEDICATION//B05//X//A14,dynamic_event,True,,ATC,21601209,B05XA14,sodium glycerophosphate,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//24//6804,v10_medication_atc,MEDICATION//S01//E//C01,dynamic_event,True,,ATC,21603693,S01EC01,"acetazolamide; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//61//7369,v10_medication_atc,ATC//SFX//B05,metadata_only,False,blood_product,ATC,21601150,B05AX02,B05AX02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//26//12942,v10_medication_atc,MEDICATION//A04//A//A01,dynamic_event,True,,ATC,21600493,A04AA01,"ondansetron; oral, parenteral, rectal",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//39//13019,v10_medication_atc,ATC//SFX//B05,metadata_only,False,parenteral_nutrition,ATC,21601159,B05BA10,B05BA10,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//12398,v10_medication_atc,MEDICATION//J01//M//A12,dynamic_event,True,,ATC,21603019,J01MA12,"levofloxacin; inhalant, oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//31//12388,v10_medication_atc,MEDICATION//A02//B//C05,dynamic_event,True,,ATC,21600100,A02BC05,"esomeprazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//6844,v10_medication_atc,MEDICATION//C01//B//D01,dynamic_event,True,,ATC,21600270,C01BD01,"amiodarone; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//31//9072,v10_medication_atc,MEDICATION//A06//A//G01,dynamic_event,True,,ATC,21600584,A06AG01,sodium phosphate; rectal,omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//21//20535,v10_medication_atc,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//7360,v10_medication_atc,ATC//SFX//B05,metadata_only,False,crystalloid_or_diluent,ATC,21601165,B05BC01,B05BC01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//9006,v10_medication_atc,MEDICATION//C02//D//D01,dynamic_event,True,,ATC,21600435,C02DD01,nitroprusside; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//17//8933,v10_medication_atc,ATC//SFX//B05,metadata_only,False,colloid_or_volume_expander,ATC,21601139,B05AA01,B05AA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//8998,v10_medication_atc,ATC//SFX//B05,metadata_only,False,crystalloid_or_diluent,ATC,21601197,B05XA02,B05XA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//6958,v10_medication_atc,MEDICATION//J01//F//F01,dynamic_event,True,,ATC,21602985,J01FF01,"clindamycin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//26//12388,v10_medication_atc,MEDICATION//A02//B//C05,dynamic_event,True,,ATC,21600100,A02BC05,"esomeprazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//8174,v10_medication_atc,MEDICATION//V03//A//E01,dynamic_event,True,,ATC,21605264,V03AE01,polystyrene sulfonate; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//12518,v10_medication_atc,MEDICATION//M03//B//X01,dynamic_event,True,,ATC,21604115,M03BX01,"baclofen; oral, parenteral",omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//30//12798,v10_medication_atc,MEDICATION//B01//A//C06,dynamic_event,True,,ATC,21600991,B01AC06,acetylsalicylic acid; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//23//6960,v10_medication_atc,MEDICATION//M03//A//C09,dynamic_event,True,,ATC,21604086,M03AC09,rocuronium bromide,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//6802,v10_medication_atc,MEDICATION//B01//A//A07,dynamic_event,True,,ATC,21600967,B01AA07,acenocoumarol; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//27//9612,v10_medication_atc,ATC//SFX//B05,metadata_only,False,crystalloid_or_diluent,ATC,21601161,B05BB01,B05BB01,AMSTEL_source_concepts,source_code_atc,high
