source_token,policy_layer,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
DRUG//START//70//10622,v11_listitem_values,MEDICATION//R03//A//L,dynamic_event,True,,ATC,43534842.0,R03AL,Adrenergics in combination with anticholinergics incl. triple combinations with corticosteroids,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//8937,v11_listitem_values,ATC//SFX//B05,metadata_only,False,line_or_device_metadata,ATC,21601161.0,B05BB01,B05BB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//25//7625,v11_listitem_values,MEDICATION//B01//A//B06,dynamic_event,True,,ATC,21600977.0,B01AB06,nadroparin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//7106,v11_listitem_values,MEDICATION//H02//A//B09,dynamic_event,True,,ATC,21602737.0,H02AB09,"hydrocortisone; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//70//9149,v11_listitem_values,MEDICATION//R03//A//L02,dynamic_event,True,,ATC,43534844.0,R03AL02,salbutamol and ipratropium bromide,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//31//8108,v11_listitem_values,MEDICATION//A06//A//D15,dynamic_event,True,,ATC,21600575.0,A06AD15,macrogol; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7930,v11_listitem_values,MEDICATION//B01//A//B01,dynamic_event,True,,ATC,21600973.0,B01AB01,heparin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//9014,v11_listitem_values,MEDICATION//A10//A//B01,dynamic_event,True,,ATC,21600715.0,A10AB01,insulin (human); parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//119//13498,v11_listitem_values,MEDICATION//A06//A//D15,dynamic_event,True,,ATC,21600575.0,A06AD15,macrogol; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//23//7225,v11_listitem_values,MEDICATION//N02//A//A01,dynamic_event,True,,ATC,21604256.0,N02AA01,"morphine; oral, parenteral, rectal",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//7184,v11_listitem_values,MEDICATION//C07//A//B02,dynamic_event/medication,True,,ATC,21601684.0,C07AB02,"metoprolol; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//26//7979,v11_listitem_values,MEDICATION//A02//B//C02,dynamic_event,True,,ATC,21600097.0,A02BC02,"pantoprazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//71//8006,v11_listitem_values,MEDICATION//A12//B//A01,dynamic_event,True,,ATC,21600877.0,A12BA01,potassium chloride; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//23//7097,v11_listitem_values,MEDICATION//N05//A//D01,dynamic_event,True,,ATC,21604516.0,N05AD01,"haloperidol; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//6883,v11_listitem_values,MEDICATION//N05//B//A04,dynamic_event,True,,ATC,21604569.0,N05BA04,oxazepam; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//7148,v11_listitem_values,MEDICATION//B05//X//A05,dynamic_event,True,,ATC,21601200.0,B05XA05,magnesium sulfate,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//6964,v11_listitem_values,MEDICATION//C02//A//C01,dynamic_event,True,,ATC,21600398.0,C02AC01,"clonidine; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7179,v11_listitem_values,MEDICATION//C01//C//A04,dynamic_event,True,,ATC,21600284.0,C01CA04,dopamine; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//23//6891,v11_listitem_values,MEDICATION//N02//B//E01,dynamic_event,True,,ATC,21604344.0,N02BE01,"paracetamol; oral, parenteral, rectal",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//6919,v11_listitem_values,MEDICATION//J01//D//D01,dynamic_event,True,,ATC,21602895.0,J01DD01,cefotaxime; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7244,v11_listitem_values,MEDICATION//C03//C//A01,dynamic_event,True,,ATC,21601518.0,C03CA01,"furosemide; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//69//9120,v11_listitem_values,MEDICATION//S01//X//A20,dynamic_event,True,,ATC,21605143.0,S01XA20,artificial tears and other indifferent preparations,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7187,v11_listitem_values,MEDICATION//J01//X//D01,dynamic_event,True,,ATC,21603054.0,J01XD01,metronidazole; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//12408,v11_listitem_values,MEDICATION//A07//A//A,dynamic_event,True,,ATC,21600602.0,A07AA,Antibiotics,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//9152,v11_listitem_values,MEDICATION//J01//D//B04,dynamic_event,True,,ATC,21602873.0,J01DB04,cefazolin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7064,v11_listitem_values,MEDICATION//J01//X//A01,dynamic_event,True,,ATC,21603043.0,J01XA01,vancomycin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//6902,v11_listitem_values,MEDICATION//C09//A//A01,dynamic_event,True,,ATC,21601785.0,C09AA01,captopril; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7208,v11_listitem_values,MEDICATION//J01//F//A01,dynamic_event,True,,ATC,21602970.0,J01FA01,"erythromycin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7218,v11_listitem_values,MEDICATION//C08//C//A04,dynamic_event,True,,ATC,21601750.0,C08CA04,"nicardipine; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//12407,v11_listitem_values,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011.0,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//13171,v11_listitem_values,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011.0,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//9133,v11_listitem_values,MEDICATION//J01//D//D04,dynamic_event,True,,ATC,21602898.0,J01DD04,ceftriaxone; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//7027,v11_listitem_values,MEDICATION//A11//D//A01,dynamic_event,True,,ATC,21600825.0,A11DA01,"thiamine (vit B1); oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7412,v11_listitem_values,MEDICATION//A12//A//A02,dynamic_event,True,,ATC,21600861.0,A12AA02,calcium glubionate; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//24//7244,v11_listitem_values,MEDICATION//C03//C//A01,dynamic_event,True,,ATC,21601518.0,C03CA01,"furosemide; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//71//9550,v11_listitem_values,MEDICATION//A11//A//A03,dynamic_event,True,,ATC,21600805.0,A11AA03,"multivitamins and other minerals, incl. combinations",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//9015,v11_listitem_values,MEDICATION//C01//B//D01,dynamic_event,True,,ATC,21600270.0,C01BD01,"amiodarone; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//9043,v11_listitem_values,MEDICATION//B05//X//C,dynamic_event,True,,ATC,21601219.0,B05XC,Vitamins,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//9019,v11_listitem_values,MEDICATION//B01//A//C08,dynamic_event,True,,ATC,21600993.0,B01AC08,carbasalate calcium; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//8939,v11_listitem_values,ATC//SFX//B05,metadata_only,False,line_or_device_metadata,ATC,21601161.0,B05BB01,B05BB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//7097,v11_listitem_values,MEDICATION//N05//A//D01,dynamic_event,True,,ATC,21604516.0,N05AD01,"haloperidol; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//6948,v11_listitem_values,MEDICATION//J01//M//A02,dynamic_event,True,,ATC,21603009.0,J01MA02,"ciprofloxacin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7123,v11_listitem_values,MEDICATION//J01//D//H51,dynamic_event,True,,ATC,21602925.0,J01DH51,imipenem and cilastatin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//31//9543,v11_listitem_values,MEDICATION//A06//A//D02,dynamic_event,True,,ATC,21600567.0,A06AD02,magnesium oxide; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//69//12472,v11_listitem_values,MEDICATION//R01//A//D08,dynamic_event,True,,ATC,21605050.0,R01AD08,fluticasone; nasal,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7196,v11_listitem_values,MEDICATION//C01//C//E03,dynamic_event,True,,ATC,21600309.0,C01CE03,enoximone; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//70//15720,v11_listitem_values,MEDICATION//R03//B//B01,dynamic_event,True,,ATC,21603293.0,R03BB01,ipratropium bromide; inhalant,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//18783,v11_listitem_values,MEDICATION//A12//A//A03,dynamic_event,True,,ATC,21600862.0,A12AA03,"calcium gluconate; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//23//7165,v11_listitem_values,MEDICATION//N05//B//A06,dynamic_event,True,,ATC,21604571.0,N05BA06,"lorazepam; oral, parenteral, sublingual",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//9029,v11_listitem_values,MEDICATION//J01//C//R02,dynamic_event,True,,ATC,21602863.0,J01CR02,"amoxicillin and beta-lactamase inhibitor; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7227,v11_listitem_values,MEDICATION//J01//C//F05,dynamic_event,True,,ATC,21602857.0,J01CF05,"flucloxacillin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//71//9551,v11_listitem_values,MEDICATION//A12//C//B01,dynamic_event,True,,ATC,21600889.0,A12CB01,zinc sulfate; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7478,v11_listitem_values,MEDICATION//C01//D//A02,dynamic_event,True,,ATC,21600317.0,C01DA02,"glyceryl trinitrate; local oral, oral, sublingual, transdermal",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7151,v11_listitem_values,MEDICATION//C07//A//G01,dynamic_event,True,,ATC,21601699.0,C07AG01,"labetalol; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//9590,v11_listitem_values,MEDICATION//N05//B//A12,dynamic_event,True,,ATC,21604577.0,N05BA12,alprazolam; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//6847,v11_listitem_values,MEDICATION//J01//C//A04,dynamic_event,True,,ATC,21602823.0,J01CA04,"amoxicillin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//12491,v11_listitem_values,MEDICATION//B05//X//A31,dynamic_event,True,,ATC,21601214.0,B05XA31,electrolytes in combination with other drugs,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//69//12947,v11_listitem_values,MEDICATION//R01//A//X06,dynamic_event,True,,ATC,21603201.0,R01AX06,mupirocin; nasal,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//6993,v11_listitem_values,MEDICATION//C10//A//A01,dynamic_event,True,,ATC,21601856.0,C10AA01,simvastatin; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//70//9150,v11_listitem_values,MEDICATION//R03//A//K,dynamic_event,True,,ATC,21603274.0,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//70//9071,v11_listitem_values,MEDICATION//R05//C//B01,dynamic_event,True,,ATC,21603380.0,R05CB01,"acetylcysteine; inhalant, oral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//8154,v11_listitem_values,MEDICATION//C08//C//A01,dynamic_event,True,,ATC,21601747.0,C08CA01,amlodipine; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//31//7979,v11_listitem_values,MEDICATION//A02//B//C02,dynamic_event/medication,True,,ATC,21600097.0,A02BC02,"pantoprazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7178,v11_listitem_values,MEDICATION//C01//C//A07,dynamic_event,True,,ATC,21600287.0,C01CA07,dobutamine; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//8999,v11_listitem_values,MEDICATION//B05//X//A30,dynamic_event,True,,ATC,21601213.0,B05XA30,combinations of electrolytes,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//7148,v11_listitem_values,MEDICATION//B05//X//A05,dynamic_event,True,,ATC,21601200.0,B05XA05,magnesium sulfate,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//26//7180,v11_listitem_values,MEDICATION//A03//F//A01,dynamic_event,True,,ATC,21600484.0,A03FA01,"metoclopramide; oral, parenteral, rectal",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//7165,v11_listitem_values,MEDICATION//N05//B//A06,dynamic_event,True,,ATC,21604571.0,N05BA06,"lorazepam; oral, parenteral, sublingual",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//9021,v11_listitem_values,MEDICATION//A11//G//A01,dynamic_event,True,,ATC,21600837.0,A11GA01,"ascorbic acid (vit C); oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//8394,v11_listitem_values,MEDICATION//J01//E//E01,dynamic_event,True,,ATC,21602961.0,J01EE01,sulfamethoxazole and trimethoprim,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//9351,v11_listitem_values,MEDICATION//A11//E//A,dynamic_event,True,,ATC,21600830.0,A11EA,"Vitamin B-complex, plain",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//6811,v11_listitem_values,MEDICATION//J05//A//B01,dynamic_event,True,,ATC,21603131.0,J05AB01,"aciclovir; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//6995,v11_listitem_values,MEDICATION//H02//A//B02,dynamic_event,True,,ATC,21602730.0,H02AB02,"dexamethasone; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//12800,v11_listitem_values,MEDICATION//C10//A//A05,dynamic_event,True,,ATC,21601860.0,C10AA05,atorvastatin; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//7015,v11_listitem_values,MEDICATION//N05//C//D07,dynamic_event,True,,ATC,21604642.0,N05CD07,temazepam; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//70//7132,v11_listitem_values,MEDICATION//R03//B//B01,dynamic_event,True,,ATC,21603293.0,R03BB01,ipratropium bromide; inhalant,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//7412,v11_listitem_values,MEDICATION//A12//A//A02,dynamic_event,True,,ATC,21600861.0,A12AA02,calcium glubionate; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//6968,v11_listitem_values,MEDICATION//B01//A//C04,dynamic_event,True,,ATC,21600989.0,B01AC04,clopidogrel; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7227,v11_listitem_values,MEDICATION//J01//C//F05,dynamic_event,True,,ATC,21602857.0,J01CF05,"flucloxacillin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//10586,v11_listitem_values,MEDICATION//A07//A//A,dynamic_event,True,,ATC,21600602.0,A07AA,Antibiotics,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//10581,v11_listitem_values,MEDICATION//C09//A//A03,dynamic_event,True,,ATC,21601787.0,C09AA03,lisinopril; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//10585,v11_listitem_values,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011.0,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7979,v11_listitem_values,MEDICATION//A02//B//C02,dynamic_event,True,,ATC,21600097.0,A02BC02,"pantoprazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//25//7246,v11_listitem_values,MEDICATION//B02//B//A01,dynamic_event,True,,ATC,21601045.0,B02BA01,"phytomenadione; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//67//6922,v11_listitem_values,MEDICATION//H02//A//B06,dynamic_event,True,,ATC,21602734.0,H02AB06,"prednisolone; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//8100,v11_listitem_values,MEDICATION//N02//B//F01,dynamic_event,True,,ATC,955005.0,N02BF01,gabapentin; oral,omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//25//8111,v11_listitem_values,MEDICATION//B02//A//A02,dynamic_event,True,,ATC,21601036.0,B02AA02,"tranexamic acid; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//7231,v11_listitem_values,MEDICATION//J02//A//C01,dynamic_event,True,,ATC,21603080.0,J02AC01,"fluconazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//9062,v11_listitem_values,MEDICATION//C03//A//A03,dynamic_event,True,,ATC,21601466.0,C03AA03,hydrochlorothiazide; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//9001,v11_listitem_values,MEDICATION//B05//X//A01,dynamic_event,True,,ATC,21601196.0,B05XA01,potassium chloride,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//7228,v11_listitem_values,MEDICATION//C08//C//A06,dynamic_event,True,,ATC,21601752.0,C08CA06,"nimodipine; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//69//7191,v11_listitem_values,MEDICATION//D01//A//C02,dynamic_event,True,,ATC,21601921.0,D01AC02,miconazole,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//15//9128,v11_listitem_values,MEDICATION//J01//C//A12,dynamic_event,True,,ATC,21602831.0,J01CA12,piperacillin; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//7006,v11_listitem_values,MEDICATION//C07//A//A07,dynamic_event,True,,ATC,21601672.0,C07AA07,"sotalol; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//26//6950,v11_listitem_values,MEDICATION//A02//B//A02,dynamic_event,True,,ATC,21600083.0,A02BA02,"ranitidine; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//8549,v11_listitem_values,MEDICATION//A07//A//A10,dynamic_event,True,,ATC,21600612.0,A07AA10,colistin; oral,omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//70//9100,v11_listitem_values,MEDICATION//R05//C//B01,dynamic_event,True,,ATC,21603380.0,R05CB01,"acetylcysteine; inhalant, oral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//21//13169,v11_listitem_values,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011.0,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//9019,v11_listitem_values,MEDICATION//B01//A//C08,dynamic_event,True,,ATC,21600993.0,B01AC08,carbasalate calcium; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//23//7222,v11_listitem_values,MEDICATION//N03//A//B02,dynamic_event,True,,ATC,21604399.0,N03AB02,"phenytoin; oral, parenteral",omop_only_medication_action_ready,validated_atc_code,medium
DRUG//START//15//6917,v11_listitem_values,MEDICATION//J01//D//D02,dynamic_event,True,,ATC,21602896.0,J01DD02,ceftazidime; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//30//7011,v11_listitem_values,MEDICATION//C03//D//A01,dynamic_event,True,,ATC,21601534.0,C03DA01,spironolactone; oral,omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//15//8127,v11_listitem_values,MEDICATION//J01//D//H02,dynamic_event,True,,ATC,21602921.0,J01DH02,meropenem; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//71//7157,v11_listitem_values,MEDICATION//H03//A//A01,dynamic_event,True,,ATC,21602754.0,H03AA01,"levothyroxine sodium; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//24//7173,v11_listitem_values,MEDICATION//C01//A//A05,dynamic_event,True,,ATC,21600234.0,C01AA05,"digoxin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//69//8171,v11_listitem_values,MEDICATION//R01//A//A07,dynamic_event,True,,ATC,21605016.0,R01AA07,xylometazoline; nasal,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//18807,v11_listitem_values,MEDICATION//B05//X//A14,dynamic_event,True,,ATC,21601209.0,B05XA14,sodium glycerophosphate,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//24//6804,v11_listitem_values,MEDICATION//S01//E//C01,dynamic_event,True,,ATC,21603693.0,S01EC01,"acetazolamide; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//61//7369,v11_listitem_values,ATC//SFX//B05,metadata_only,False,blood_product,ATC,21601150.0,B05AX02,B05AX02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//26//12942,v11_listitem_values,MEDICATION//A04//A//A01,dynamic_event,True,,ATC,21600493.0,A04AA01,"ondansetron; oral, parenteral, rectal",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//39//13019,v11_listitem_values,ATC//SFX//B05,metadata_only,False,parenteral_nutrition,ATC,21601159.0,B05BA10,B05BA10,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//12398,v11_listitem_values,MEDICATION//J01//M//A12,dynamic_event,True,,ATC,21603019.0,J01MA12,"levofloxacin; inhalant, oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//31//12388,v11_listitem_values,MEDICATION//A02//B//C05,dynamic_event,True,,ATC,21600100.0,A02BC05,"esomeprazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//65//6844,v11_listitem_values,MEDICATION//C01//B//D01,dynamic_event,True,,ATC,21600270.0,C01BD01,"amiodarone; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//31//9072,v11_listitem_values,MEDICATION//A06//A//G01,dynamic_event,True,,ATC,21600584.0,A06AG01,sodium phosphate; rectal,omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//21//20535,v11_listitem_values,MEDICATION//A01//A//B,dynamic_event,True,,ATC,21600011.0,A01AB,Antiinfectives and antiseptics for local oral treatment,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//55//7360,v11_listitem_values,ATC//SFX//B05,metadata_only,False,crystalloid_or_diluent,ATC,21601165.0,B05BC01,B05BC01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//9006,v11_listitem_values,MEDICATION//C02//D//D01,dynamic_event,True,,ATC,21600435.0,C02DD01,nitroprusside; parenteral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//17//8933,v11_listitem_values,ATC//SFX//B05,metadata_only,False,colloid_or_volume_expander,ATC,21601139.0,B05AA01,B05AA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//8998,v11_listitem_values,ATC//SFX//B05,metadata_only,False,crystalloid_or_diluent,ATC,21601197.0,B05XA02,B05XA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//6958,v11_listitem_values,MEDICATION//J01//F//F01,dynamic_event,True,,ATC,21602985.0,J01FF01,"clindamycin; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//26//12388,v11_listitem_values,MEDICATION//A02//B//C05,dynamic_event,True,,ATC,21600100.0,A02BC05,"esomeprazole; oral, parenteral",v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//8174,v11_listitem_values,MEDICATION//V03//A//E01,dynamic_event,True,,ATC,21605264.0,V03AE01,polystyrene sulfonate; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//29//12518,v11_listitem_values,MEDICATION//M03//B//X01,dynamic_event,True,,ATC,21604115.0,M03BX01,"baclofen; oral, parenteral",omop_only_medication_action_ready,validated_atc_code,high
DRUG//START//30//12798,v11_listitem_values,MEDICATION//B01//A//C06,dynamic_event,True,,ATC,21600991.0,B01AC06,acetylsalicylic acid; oral,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//23//6960,v11_listitem_values,MEDICATION//M03//A//C09,dynamic_event,True,,ATC,21604086.0,M03AC09,rocuronium bromide,v10_existing_atc_normalization,validated_atc_concept,high
DRUG//START//32//6802,v11_listitem_values,MEDICATION//B01//A//A07,dynamic_event,True,,ATC,21600967.0,B01AA07,acenocoumarol; oral,v10_existing_atc_normalization,validated_atc_concept,high
