source_token,policy_layer,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
MEASUREMENT_CATEGORICAL//20542//2,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//MODALITY,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_CATEGORICAL//20546//3,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//DILUTION,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_CATEGORICAL//7969//15,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//STOP_REASON,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//14842//mmHg,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//PRESSURE_LIMIT,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//14840//mmHg,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//PRESSURE_LIMIT,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//14841//mmHg,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//PRESSURE_LIMIT,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//14843//mmHg,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//PRESSURE_LIMIT,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//14845//mmHg,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//PRESSURE_LIMIT,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//14844//mmHg,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//PRESSURE_LIMIT,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//14851//ml,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//ULTRAFILTRATION_TARGET,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//20078//l,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//FILTRATION_VOLUME,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//20340//uur,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//FILTER_RUNTIME,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//20706//l,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//DILUTION,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//20708//l,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//DILUTION,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//20547//ml,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//DILUTION,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//20543//ml/uur,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//ULTRAFILTRATION_TARGET,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
MEASUREMENT_BEDSIDE//20544//ml,v8_device_outcome_refinement,DEVICE//CRRT_CVVH//DILUTION,dynamic_event/device_support,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3P_coarse_crrt_policy,source_label_coarse_rule,medium
