source_token,policy_layer,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
DRUG//START//119//13498,v6_semantic_contamination,ATC//A06//LAXATIVES,dynamic_event,True,,ATC,21600575,,A06AD15,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//23//7225,v6_semantic_contamination,ATC//N02//ANALGESICS,dynamic_event,True,,ATC,21604256,,N02AA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//7184,v6_semantic_contamination,ATC//A02//DRUGS_FOR_ACID_RELATED_DISORDERS,dynamic_event,True,,ATC,21600097,,A02BC02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//26//7979,v6_semantic_contamination,ATC//A02//DRUGS_FOR_ACID_RELATED_DISORDERS,dynamic_event,True,,ATC,21600097,,A02BC02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//55//7316,v6_semantic_contamination,FLUID//CRYSTALLOID_OR_DILUENT,dynamic_event/nutrition_fluid,True,crystalloid_or_diluent,LOCAL,,,FLUID//CRYSTALLOID_OR_DILUENT,stage3o_v6_policy,source_code_atc,high
DRUG//START//71//8006,v6_semantic_contamination,ATC//A12//MINERAL_SUPPLEMENTS,dynamic_event,True,,ATC,21600877,,A12BA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//23//7097,v6_semantic_contamination,ATC//N05//PSYCHOLEPTICS,dynamic_event,True,,ATC,21604516,,N05AD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//6883,v6_semantic_contamination,ATC//N05//PSYCHOLEPTICS,dynamic_event,True,,ATC,21604569,,N05BA04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//67//7148,v6_semantic_contamination,ATC//SFX//B05,dynamic_event,True,,ATC,21601200,,B05XA05,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//6964,v6_semantic_contamination,ATC//SFX//C02,dynamic_event,True,,ATC,21600398,,C02AC01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7179,v6_semantic_contamination,ATC//SFX//C01,dynamic_event,True,,ATC,21600284,,C01CA04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//114//12586,v6_semantic_contamination,NUTRITION//ENTERAL,dynamic_event/nutrition_fluid,True,enteral_nutrition,LOCAL,,,NUTRITION//ENTERAL,stage3o_v6_policy,source_code_atc,high
DRUG//START//23//6891,v6_semantic_contamination,ATC//N02//ANALGESICS,dynamic_event,True,,ATC,21604344,,N02BE01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//6919,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602895,,J01DD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7244,v6_semantic_contamination,ATC//SFX//C03,dynamic_event,True,,ATC,21601518,,C03CA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//55//7257,v6_semantic_contamination,FLUID//CRYSTALLOID_OR_DILUENT,dynamic_event/nutrition_fluid,True,crystalloid_or_diluent,LOCAL,,,FLUID//CRYSTALLOID_OR_DILUENT,stage3o_v6_policy,source_code_atc,high
DRUG//START//69//9120,v6_semantic_contamination,ATC//S01//OPHTHALMOLOGICALS,dynamic_event,True,,ATC,21605143,,S01XA20,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//7187,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21603054,,J01XD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//12408,v6_semantic_contamination,ATC//A07//ANTIDIARRHEALS_INTESTINAL_ANTIINFLAMMATORY/ANTIINFECTIVE_AGENTS,dynamic_event,True,,ATC,21600602,,A07AA,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//7350,v6_semantic_contamination,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_drink,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
DRUG//START//15//9152,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602873,,J01DB04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//7064,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21603043,,J01XA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//6902,v6_semantic_contamination,ATC//C09//AGENTS_ACTING_ON_THE_RENIN-ANGIOTENSIN_SYSTEM,dynamic_event,True,,ATC,21601785,,C09AA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//7208,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602970,,J01FA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7218,v6_semantic_contamination,ATC//C08//CALCIUM_CHANNEL_BLOCKERS,dynamic_event,True,,ATC,21601750,,C08CA04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//12407,v6_semantic_contamination,ATC//SFX//A01,dynamic_event,True,,ATC,21600011,,A01AB,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//13171,v6_semantic_contamination,ATC//SFX//A01,dynamic_event,True,,ATC,21600011,,A01AB,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//61//8429,v6_semantic_contamination,BLOOD_PRODUCT//TRANSFUSION,dynamic_event/nutrition_fluid,True,blood_product,LOCAL,,,BLOOD_PRODUCT//TRANSFUSION,stage3o_v6_policy,source_code_atc,high
DRUG//START//15//9133,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602898,,J01DD04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//67//7027,v6_semantic_contamination,ATC//A11//VITAMINS,dynamic_event,True,,ATC,21600825,,A11DA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7412,v6_semantic_contamination,ATC//A12//MINERAL_SUPPLEMENTS,dynamic_event,True,,ATC,21600861,,A12AA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//24//7244,v6_semantic_contamination,ATC//SFX//C03,dynamic_event,True,,ATC,21601518,,C03CA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//71//9550,v6_semantic_contamination,ATC//A11//VITAMINS,dynamic_event,True,,ATC,21600805,,A11AA03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//114//12948,v6_semantic_contamination,NUTRITION//ENTERAL,dynamic_event/nutrition_fluid,True,enteral_nutrition,LOCAL,,,NUTRITION//ENTERAL,stage3o_v6_policy,source_code_atc,high
DRUG//START//65//9015,v6_semantic_contamination,ATC//SFX//C01,dynamic_event,True,,ATC,21600270,,C01BD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//67//9043,v6_semantic_contamination,ATC//SFX//B05,dynamic_event,True,,ATC,21601219,,B05XC,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//9019,v6_semantic_contamination,ATC//SFX//B01,dynamic_event,True,,ATC,21600993,,B01AC08,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//55//8939,v6_semantic_contamination,ATC//SFX//B05,metadata_only,False,line_or_device_metadata,ATC,21601161,,B05BB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//7097,v6_semantic_contamination,ATC//N05//PSYCHOLEPTICS,dynamic_event,True,,ATC,21604516,,N05AD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//6948,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21603009,,J01MA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//7123,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602925,,J01DH51,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//31//9543,v6_semantic_contamination,ATC//A06//LAXATIVES,dynamic_event,True,,ATC,21600567,,A06AD02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//69//12472,v6_semantic_contamination,ATC//R01//NASAL_PREPARATIONS,dynamic_event,True,,ATC,21605050,,R01AD08,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7196,v6_semantic_contamination,ATC//SFX//C01,dynamic_event,True,,ATC,21600309,,C01CE03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//70//15720,v6_semantic_contamination,ATC//R03//ANTI-ASTHMATICS,dynamic_event,True,,ATC,21603293,,R03BB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//15015,v6_semantic_contamination,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_drink,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
DRUG//START//65//18783,v6_semantic_contamination,ATC//A12//MINERAL_SUPPLEMENTS,dynamic_event,True,,ATC,21600862,,A12AA03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//23//7165,v6_semantic_contamination,ATC//N05//PSYCHOLEPTICS,dynamic_event,True,,ATC,21604571,,N05BA06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//9029,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602863,,J01CR02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//7227,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602857,,J01CF05,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//71//9551,v6_semantic_contamination,ATC//A12//MINERAL_SUPPLEMENTS,dynamic_event,True,,ATC,21600889,,A12CB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//63//7314,v6_semantic_contamination,NUTRITION//ENTERAL,dynamic_event/nutrition_fluid,True,enteral_nutrition,LOCAL,,,NUTRITION//ENTERAL,stage3o_v6_policy,source_code_atc,high
DRUG//START//65//7478,v6_semantic_contamination,ATC//SFX//C01,dynamic_event,True,,ATC,21600317,,C01DA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7151,v6_semantic_contamination,ATC//C07//BETA_BLOCKING_AGENTS,dynamic_event,True,,ATC,21601699,,C07AG01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//9590,v6_semantic_contamination,ATC//N05//PSYCHOLEPTICS,dynamic_event,True,,ATC,21604577,,N05BA12,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//6847,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602823,,J01CA04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//67//12491,v6_semantic_contamination,ATC//SFX//B05,dynamic_event,True,,ATC,21601214,,B05XA31,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//69//12947,v6_semantic_contamination,ATC//R01//NASAL_PREPARATIONS,dynamic_event,True,,ATC,21603201,,R01AX06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//32//6993,v6_semantic_contamination,ATC//C10//LIPID_MODIFYING_AGENTS,dynamic_event,True,,ATC,21601856,,C10AA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//114//12610,v6_semantic_contamination,NUTRITION//ENTERAL,dynamic_event/nutrition_fluid,True,enteral_nutrition,LOCAL,,,NUTRITION//ENTERAL,stage3o_v6_policy,source_code_omop,medium
DRUG//START//70//9150,v6_semantic_contamination,ATC//R03//ANTI-ASTHMATICS,dynamic_event,True,,ATC,21603274,,R03AK,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//9569,v6_semantic_contamination,FLUID//CRYSTALLOID_OR_DILUENT,dynamic_event/nutrition_fluid,True,crystalloid_or_diluent,LOCAL,,,FLUID//CRYSTALLOID_OR_DILUENT,stage3o_v6_policy,source_code_atc,high
DRUG//START//70//9071,v6_semantic_contamination,ATC//R05//COUGH_AND_COLD_PREPARATIONS,dynamic_event,True,,ATC,21603380,,R05CB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//8154,v6_semantic_contamination,ATC//C08//CALCIUM_CHANNEL_BLOCKERS,dynamic_event,True,,ATC,21601747,,C08CA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//15016,v6_semantic_contamination,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_drink,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
DRUG//START//31//7979,v6_semantic_contamination,ATC//A02//DRUGS_FOR_ACID_RELATED_DISORDERS,dynamic_event,True,,ATC,21600097,,A02BC02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7178,v6_semantic_contamination,ATC//SFX//C01,dynamic_event,True,,ATC,21600287,,C01CA07,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//8999,v6_semantic_contamination,ATC//SFX//B05,dynamic_event,True,,ATC,21601213,,B05XA30,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//55//7148,v6_semantic_contamination,ATC//SFX//B05,dynamic_event,True,,ATC,21601200,,B05XA05,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//56//14954,v6_semantic_contamination,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
DRUG//START//26//7180,v6_semantic_contamination,ATC//SFX//A03,dynamic_event,True,,ATC,21600484,,A03FA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//7165,v6_semantic_contamination,ATC//N05//PSYCHOLEPTICS,dynamic_event,True,,ATC,21604571,,N05BA06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//55//9021,v6_semantic_contamination,ATC//A11//VITAMINS,dynamic_event,True,,ATC,21600837,,A11GA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//8394,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602961,,J01EE01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//55//9351,v6_semantic_contamination,ATC//A11//VITAMINS,dynamic_event,True,,ATC,21600830,,A11EA,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//6811,v6_semantic_contamination,ATC//J05//ANTIVIRALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21603131,,J05AB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//67//9475,v6_semantic_contamination,OMOP//OMOP_CONCEPT//19073584,dynamic_event,True,,OMOP_CONCEPT,19073584,,ascorbic acid 100 MG/ML Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//67//6995,v6_semantic_contamination,ATC//H02//CORTICOSTEROIDS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602730,,H02AB02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//32//12800,v6_semantic_contamination,ATC//C10//LIPID_MODIFYING_AGENTS,dynamic_event,True,,ATC,21601860,,C10AA05,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//7015,v6_semantic_contamination,ATC//N05//PSYCHOLEPTICS,dynamic_event,True,,ATC,21604642,,N05CD07,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//70//7132,v6_semantic_contamination,ATC//R03//ANTI-ASTHMATICS,dynamic_event,True,,ATC,21603293,,R03BB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//55//7412,v6_semantic_contamination,ATC//A12//MINERAL_SUPPLEMENTS,dynamic_event,True,,ATC,21600861,,A12AA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//32//6968,v6_semantic_contamination,ATC//SFX//B01,dynamic_event,True,,ATC,21600989,,B01AC04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7227,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602857,,J01CF05,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//10586,v6_semantic_contamination,ATC//A07//ANTIDIARRHEALS_INTESTINAL_ANTIINFLAMMATORY/ANTIINFECTIVE_AGENTS,dynamic_event,True,,ATC,21600602,,A07AA,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//10581,v6_semantic_contamination,ATC//C09//AGENTS_ACTING_ON_THE_RENIN-ANGIOTENSIN_SYSTEM,dynamic_event,True,,ATC,21601787,,C09AA03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//10585,v6_semantic_contamination,ATC//SFX//A01,dynamic_event,True,,ATC,21600011,,A01AB,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7979,v6_semantic_contamination,ATC//A02//DRUGS_FOR_ACID_RELATED_DISORDERS,dynamic_event,True,,ATC,21600097,,A02BC02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//25//7246,v6_semantic_contamination,ATC//SFX//B02,dynamic_event,True,,ATC,21601045,,B02BA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//67//6922,v6_semantic_contamination,ATC//H02//CORTICOSTEROIDS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602734,,H02AB06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//8100,v6_semantic_contamination,OMOP//OMOP_CONCEPT//40058897,dynamic_event,True,,OMOP_CONCEPT,40058897,,gabapentin Oral Tablet [Neurontin],AMSTEL_usagi,source_code_omop,medium
DRUG//START//25//8111,v6_semantic_contamination,ATC//SFX//B02,dynamic_event,True,,ATC,21601036,,B02AA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//7231,v6_semantic_contamination,ATC//J02//ANTIMYCOTICS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21603080,,J02AC01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//9062,v6_semantic_contamination,ATC//SFX//C03,dynamic_event,True,,ATC,21601466,,C03AA03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//61//7367,v6_semantic_contamination,BLOOD_PRODUCT//TRANSFUSION,dynamic_event/nutrition_fluid,True,blood_product,LOCAL,,,BLOOD_PRODUCT//TRANSFUSION,stage3o_v6_policy,source_code_atc,high
DRUG//START//32//7504,v6_semantic_contamination,,metadata_only,False,route_or_order_metadata,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//114//12608,v6_semantic_contamination,NUTRITION//ENTERAL,dynamic_event/nutrition_fluid,True,enteral_nutrition,LOCAL,,,NUTRITION//ENTERAL,stage3o_v6_policy,source_code_atc,high
DRUG//START//55//9001,v6_semantic_contamination,ATC//SFX//B05,dynamic_event,True,,ATC,21601196,,B05XA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//15014,v6_semantic_contamination,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_drink,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
DRUG//START//56//14970,v6_semantic_contamination,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
DRUG//START//65//7228,v6_semantic_contamination,ATC//C08//CALCIUM_CHANNEL_BLOCKERS,dynamic_event,True,,ATC,21601752,,C08CA06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//69//7191,v6_semantic_contamination,ATC//SFX//D01,dynamic_event,True,,ATC,21601921,,D01AC02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//9128,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602831,,J01CA12,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//56//14982,v6_semantic_contamination,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_food,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
DRUG//START//30//7006,v6_semantic_contamination,ATC//C07//BETA_BLOCKING_AGENTS,dynamic_event,True,,ATC,21601672,,C07AA07,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//26//6950,v6_semantic_contamination,ATC//A02//DRUGS_FOR_ACID_RELATED_DISORDERS,dynamic_event,True,,ATC,21600083,,A02BA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//8549,v6_semantic_contamination,OMOP//OMOP_CONCEPT//40025432,dynamic_event,True,,OMOP_CONCEPT,40025432,,colistin Oral Tablet,AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//15021,v6_semantic_contamination,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_drink,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
DRUG//START//70//9100,v6_semantic_contamination,ATC//R05//COUGH_AND_COLD_PREPARATIONS,dynamic_event,True,,ATC,21603380,,R05CB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//13169,v6_semantic_contamination,ATC//SFX//A01,dynamic_event,True,,ATC,21600011,,A01AB,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//8956,v6_semantic_contamination,NUTRITION//ORAL,dynamic_event/nutrition_fluid,True,oral_drink,LOCAL,,,NUTRITION//ORAL,stage3o_v6_policy,local_parent_token,medium
DRUG//START//32//9019,v6_semantic_contamination,ATC//SFX//B01,dynamic_event,True,,ATC,21600993,,B01AC08,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//23//7222,v6_semantic_contamination,OMOP//OMOP_CONCEPT//36279263,dynamic_event,True,,OMOP_CONCEPT,36279263,,5 ML Phenytoin 50 MG/ML Injection [Diphantoine],AMSTEL_usagi,source_code_omop,medium
DRUG//START//15//6917,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602896,,J01DD02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//7011,v6_semantic_contamination,OMOP//OMOP_CONCEPT//40084974,dynamic_event,True,,OMOP_CONCEPT,40084974,,spironolactone Oral Tablet [Aldactone],AMSTEL_usagi,source_code_omop,medium
DRUG//START//15//8127,v6_semantic_contamination,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,dynamic_event,True,,ATC,21602921,,J01DH02,AMSTEL_source_concepts,source_code_atc,high
