source_token,policy_layer,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
DRUG//START//42//15060,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15026,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14966,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//7312,v4_curated_unmapped,NUTRITION//ENTERAL,,True,enteral_nutrition,AUMC_LOCAL,,,NUTRITION//ENTERAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//7266,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15020,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15024,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15089,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//8962,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14958,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15022,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15088,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15114,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14972,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15031,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15058,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15032,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15132,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14956,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15087,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14962,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//69//6932,v4_curated_unmapped,OMOP//OMOP_CONCEPT//990069,,True,,OMOP_CONCEPT,990069,,Chlooramfenicol (Globenicol),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15061,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//55//10738,v4_curated_unmapped,DEVICE//CRRT_CVVH,,True,,AUMC_LOCAL,,,DEVICE//CRRT_CVVH,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14994,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14986,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15100,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15034,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15120,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15019,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15086,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15116,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//118//15730,v4_curated_unmapped,,,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
DRUG//START//42//15092,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//29//12994,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1101554,,True,,OMOP_CONCEPT,1101554,,Colchicine,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//29//6980,v4_curated_unmapped,OMOP//OMOP_CONCEPT//40162271,,True,,OMOP_CONCEPT,40162271,,Dantroleen (Dantrium),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//32//15256,v4_curated_unmapped,OMOP//OMOP_CONCEPT//784047,,True,,OMOP_CONCEPT,784047,,Tacrolimus (Prograft),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15030,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15059,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15066,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15040,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//30//10741,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1318853,,True,,OMOP_CONCEPT,1318853,,Nifedipine (Adalat oros),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//30//7174,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1328165,,True,,OMOP_CONCEPT,1328165,,Diltiazem (Tildiem),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15095,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15109,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//29//13020,v4_curated_unmapped,OMOP//OMOP_CONCEPT//743670,,True,,OMOP_CONCEPT,743670,,Venlafaxine (Efexor),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15134,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//31//9089,v4_curated_unmapped,OMOP//OMOP_CONCEPT//19003263,,True,,OMOP_CONCEPT,19003263,,Metamucil,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15046,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//118//19665,v4_curated_unmapped,,,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
DRUG//START//71//13001,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1554072,,True,,OMOP_CONCEPT,1554072,,Propylthiouracil (PTU),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//29//9074,v4_curated_unmapped,OMOP//OMOP_CONCEPT//19050832,,True,,OMOP_CONCEPT,19050832,,Clobazam (Frisium),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15117,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//32//8425,v4_curated_unmapped,OMOP//OMOP_CONCEPT//42619948,,True,,OMOP_CONCEPT,42619948,,Pyridostigmine (Mestinon),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//71//15445,v4_curated_unmapped,OMOP//OMOP_CONCEPT//21600830,,True,,OMOP_CONCEPT,21600830,,Vitamine B  complex,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//29//12998,v4_curated_unmapped,OMOP//OMOP_CONCEPT//798834,,True,,OMOP_CONCEPT,798834,,Clomipramine (Anafranil),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15113,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14984,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//71//13006,v4_curated_unmapped,OMOP//OMOP_CONCEPT//36256576,,True,,OMOP_CONCEPT,36256576,,Thiamazol (Strumazol),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15027,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//32//12946,v4_curated_unmapped,OMOP//OMOP_CONCEPT//40812747,,True,,OMOP_CONCEPT,40812747,,Tamsulosine (Omnic),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//69//9114,v4_curated_unmapped,OMOP//OMOP_CONCEPT//4301087,,True,,OMOP_CONCEPT,4301087,,Ketoconazol (Nizoral) crème,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15094,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//69//13098,v4_curated_unmapped,OMOP//OMOP_CONCEPT//21017926,,True,,OMOP_CONCEPT,21017926,,Latanoprost/timolol (Xalacom),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//32//18743,v4_curated_unmapped,OMOP//OMOP_CONCEPT//950637,,True,,OMOP_CONCEPT,950637,,Tacrolimus (Advagraf),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//7265,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15106,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15122,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15123,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//31//6876,v4_curated_unmapped,OMOP//OMOP_CONCEPT//924939,,True,,OMOP_CONCEPT,924939,,Bisacodil (Dulcolax),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//31//9098,v4_curated_unmapped,OMOP//OMOP_CONCEPT//19026471,,True,,OMOP_CONCEPT,19026471,,Domperidon (Motilium),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15131,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14957,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//29//13051,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1037005,,True,,OMOP_CONCEPT,1037005,,Dronabinol (Marinol),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//19169,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15098,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//29//12630,v4_curated_unmapped,OMOP//OMOP_CONCEPT//19022536,,True,,OMOP_CONCEPT,19022536,,Risperidon (Risperdal),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//56//14955,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//71//6947,v4_curated_unmapped,OMOP//OMOP_CONCEPT//19005046,,True,,OMOP_CONCEPT,19005046,,Pyridoxine (Vitamine B6),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//31//7991,v4_curated_unmapped,OMOP//OMOP_CONCEPT//19095309,,True,,OMOP_CONCEPT,19095309,,Colestyramine (Questran),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15129,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15075,v4_curated_unmapped,NUTRITION//ENTERAL,,True,enteral_nutrition,AUMC_LOCAL,,,NUTRITION//ENTERAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15023,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//29//12536,v4_curated_unmapped,OMOP//OMOP_CONCEPT//36256714,,True,,OMOP_CONCEPT,36256714,,Trazodon (Trazolan),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//56//14978,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14971,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15043,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15097,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//69//9127,v4_curated_unmapped,OMOP//OMOP_CONCEPT//945286,,True,,OMOP_CONCEPT,945286,,Pilocarpine hcl,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//27//9458,v4_curated_unmapped,OMOP//OMOP_CONCEPT//40735073,,True,,OMOP_CONCEPT,40735073,,Caspofungine,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//118//20921,v4_curated_unmapped,,,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
DRUG//START//42//15133,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14976,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//21051,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15049,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//32//9115,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1436678,,True,,OMOP_CONCEPT,1436678,,Tamoxifen citraat (Nolvadex),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//20721,v4_curated_unmapped,NUTRITION//ENTERAL,,True,enteral_nutrition,AUMC_LOCAL,,,NUTRITION//ENTERAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//30//10627,v4_curated_unmapped,OMOP//OMOP_CONCEPT//21016375,,True,,OMOP_CONCEPT,21016375,,Kinidine,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15119,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15025,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15135,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//67//10755,v4_curated_unmapped,OMOP//OMOP_CONCEPT//21017392,,True,,OMOP_CONCEPT,21017392,,Insulatard (Insuline),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//29//9103,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1115008,,True,,OMOP_CONCEPT,1115008,,Naproxen (Naprosyne),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15042,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//21//8230,v4_curated_unmapped,OMOP//OMOP_CONCEPT//4306890,,True,,OMOP_CONCEPT,4306890,,Isoniazide sulfaat (INH),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15126,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//56//14973,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15068,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//25//14688,v4_curated_unmapped,OMOP//OMOP_CONCEPT//19054245,,True,,OMOP_CONCEPT,19054245,,Protamine-hydrochloride (Protamine 1000),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//21//12953,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1749301,,True,,OMOP_CONCEPT,1749301,,Ethambutol (Myambutol),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15103,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//69//9157,v4_curated_unmapped,OMOP//OMOP_CONCEPT//19054054,,True,,OMOP_CONCEPT,19054054,,Dermovate,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15063,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15104,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//29//9081,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1177480,,True,,OMOP_CONCEPT,1177480,,Ibuprofen,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15048,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15091,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//42//15115,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_drink,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//65//14649,v4_curated_unmapped,,,False,research_or_trial,,,,,Stage3J_curated_policy,drop_first_pass,low
DRUG//START//21//19763,v4_curated_unmapped,OMOP//OMOP_CONCEPT//4223009,,True,,OMOP_CONCEPT,4223009,,Posaconazol (Noxafil),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//25//10624,v4_curated_unmapped,OMOP//OMOP_CONCEPT//19025156,,True,,OMOP_CONCEPT,19025156,,Darbepoëtine (Aranesp)X,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//69//13103,v4_curated_unmapped,OMOP//OMOP_CONCEPT//954688,,True,,OMOP_CONCEPT,954688,,Latanoprost (Xalatan),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//29//19152,v4_curated_unmapped,OMOP//OMOP_CONCEPT//721724,,True,,OMOP_CONCEPT,721724,,Nortriptyline (Nortrilen),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//21//8231,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1759455,,True,,OMOP_CONCEPT,1759455,,Pyrazinamide,Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//20730,v4_curated_unmapped,NUTRITION//ENTERAL,,True,enteral_nutrition,AUMC_LOCAL,,,NUTRITION//ENTERAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//32//6972,v4_curated_unmapped,OMOP//OMOP_CONCEPT//1310317,,True,,OMOP_CONCEPT,1310317,,Cyclofosfamide (Endoxan),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15041,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//71//6992,v4_curated_unmapped,OMOP//OMOP_CONCEPT//44160866,,True,,OMOP_CONCEPT,44160866,,Desmopressine (Minrin),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//56//14992,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
DRUG//START//29//19893,v4_curated_unmapped,OMOP//OMOP_CONCEPT//43131892,,True,,OMOP_CONCEPT,43131892,,Zopiclon (Imovane),Stage3J_curated_policy,curated_exact_omop_lookup,high
DRUG//START//42//15062,v4_curated_unmapped,NUTRITION//ORAL,,True,oral_food,AUMC_LOCAL,,,NUTRITION//ORAL,Stage3J_curated_policy,local_parent_token,medium
